ym,Bacterial Leaf Blight,Blast,Brown Spot,Sheath Blight
2029-12-31,0.0028295022082226026,0.0031985677136429423,0.011810096173450864,0.003567633219063282
2030-01-31,0.002832267626437669,0.003201693838581713,0.011821638788609404,0.003571120050725757
2030-02-28,0.002833788736596434,0.0032034133544133606,0.01182798777014164,0.0035730379722302866
2030-03-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-04-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-05-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-06-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-07-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-08-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-09-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-10-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-11-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2030-12-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-01-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-02-28,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-03-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-04-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-05-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-06-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-07-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-08-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-09-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-10-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-11-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2031-12-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-01-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-02-29,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-03-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-04-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-05-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-06-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-07-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-08-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-09-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-10-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-11-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2032-12-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-01-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-02-28,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-03-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-04-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-05-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-06-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-07-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-08-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-09-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-10-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-11-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2033-12-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-01-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-02-28,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-03-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-04-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-05-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-06-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-07-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-08-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-09-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-10-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-11-30,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
2034-12-31,0.0028337890003947,0.003203413652620096,0.011827988871212664,0.003573038304845492
